link;year_op;transport_tech;power_capacity_max;power_capacity_min
IT-MT;2037;hvac;450.0;450.0
IT-MT;2037;hvdc;0.0;0.0
IT-SI;2032;hvac;680.0;680.0
IT-SI;2032;hvdc;0.0;0.0
IT-SI;2037;hvac;680.0;680.0
IT-SI;2037;hvdc;0.0;0.0
LT-LV;2032;hvac;1000.0;1000.0
LT-LV;2032;hvdc;0.0;0.0
LT-LV;2037;hvac;1300.0;1300.0
LT-LV;2037;hvdc;0.0;0.0
LT-PL;2032;hvac;150.0;150.0
LT-PL;2032;hvdc;0.0;0.0
LT-PL;2037;hvac;150.0;150.0
LT-PL;2037;hvdc;700.0;700.0
LT-SE;2032;hvac;0.0;0.0
LT-SE;2032;hvdc;700.0;700.0
LT-SE;2037;hvac;0.0;0.0
LT-SE;2037;hvdc;700.0;700.0
LU-DE;2032;hvac;3700.0;3700.0
LU-DE;2032;hvdc;0.0;0.0
LU-DE;2037;hvac;3700.0;3700.0
LU-DE;2037;hvdc;0.0;0.0
LV-EE;2032;hvac;845.0;845.0
LV-EE;2032;hvdc;0.0;0.0
LV-EE;2037;hvac;1259.0;1259.0
LV-EE;2037;hvdc;0.0;0.0
LV-LT;2032;hvac;850.0;850.0
LV-LT;2032;hvdc;0.0;0.0
LV-LT;2037;hvac;1200.0;1200.0
LV-LT;2037;hvdc;0.0;0.0
ME-AL;2032;hvac;300.0;300.0
ME-AL;2032;hvdc;0.0;0.0
ME-AL;2037;hvac;300.0;300.0
ME-AL;2037;hvdc;0.0;0.0
ME-BA;2032;hvac;500.0;500.0
ME-BA;2032;hvdc;0.0;0.0
ME-BA;2037;hvac;700.0;700.0
ME-BA;2037;hvdc;0.0;0.0
ME-IT;2032;hvac;0.0;0.0
ME-IT;2032;hvdc;600.0;600.0
ME-IT;2037;hvac;0.0;0.0
ME-IT;2037;hvdc;600.0;600.0
ME-RS;2032;hvac;400.0;400.0
ME-RS;2032;hvdc;0.0;0.0
ME-RS;2037;hvac;400.0;400.0
ME-RS;2037;hvdc;0.0;0.0
MK-AL;2032;hvac;500.0;500.0
MK-AL;2032;hvdc;0.0;0.0
MK-AL;2037;hvac;500.0;500.0
MK-AL;2037;hvdc;0.0;0.0
MK-BG;2032;hvac;400.0;400.0
MK-BG;2032;hvdc;0.0;0.0
MK-BG;2037;hvac;400.0;400.0
MK-BG;2037;hvdc;0.0;0.0
MK-GR;2032;hvac;850.0;850.0
MK-GR;2032;hvdc;0.0;0.0
MK-GR;2037;hvac;850.0;850.0
MK-GR;2037;hvdc;0.0;0.0
MK-RS;2032;hvac;600.0;600.0
MK-RS;2032;hvdc;0.0;0.0
MK-RS;2037;hvac;600.0;600.0
MK-RS;2037;hvdc;0.0;0.0
MT-IT;2032;hvac;425.0;425.0
MT-IT;2032;hvdc;0.0;0.0
MT-IT;2037;hvac;425.0;425.0
MT-IT;2037;hvdc;0.0;0.0
NL-BE;2032;hvac;3400.0;3400.0
NL-BE;2032;hvdc;0.0;0.0
NL-BE;2037;hvac;4400.0;4400.0
NL-BE;2037;hvdc;0.0;0.0
NL-DE;2032;hvac;5000.0;5000.0
NL-DE;2032;hvdc;0.0;0.0
NL-DE;2037;hvac;5000.0;5000.0
NL-DE;2037;hvdc;0.0;0.0
NL-DK;2032;hvac;0.0;0.0
NL-DK;2032;hvdc;700.0;700.0
NL-DK;2037;hvac;0.0;0.0
NL-DK;2037;hvdc;700.0;700.0
NL-NO;2032;hvac;0.0;0.0
NL-NO;2032;hvdc;700.0;700.0
NL-NO;2037;hvac;0.0;0.0
NL-NO;2037;hvdc;700.0;700.0
NL-UK;2032;hvac;0.0;0.0
NL-UK;2032;hvdc;1000.0;1000.0
NL-UK;2037;hvac;0.0;0.0
NL-UK;2037;hvdc;2800.0;2800.0
NO-DE;2032;hvac;0.0;0.0
NO-DE;2032;hvdc;1400.0;1400.0
NO-DE;2037;hvac;0.0;0.0
NO-DE;2037;hvdc;1400.0;1400.0
NO-DK;2032;hvac;0.0;0.0
NO-DK;2032;hvdc;1632.0;1632.0
NO-DK;2037;hvac;0.0;0.0
NO-DK;2037;hvdc;1632.0;1632.0
NO-FI;2032;hvac;80.0;80.0
NO-FI;2032;hvdc;0.0;0.0
NO-FI;2037;hvac;150.0;150.0
NO-FI;2037;hvdc;150.0;150.0
NO-NL;2032;hvac;0.0;0.0
NO-NL;2032;hvdc;700.0;700.0
NO-NL;2037;hvac;0.0;0.0
NO-NL;2037;hvdc;700.0;700.0
NO-SE;2032;hvac;3695.0;3695.0
NO-SE;2032;hvdc;0.0;0.0
NO-SE;2037;hvac;3695.0;3695.0
NO-SE;2037;hvdc;0.0;0.0
NO-UK;2032;hvac;0.0;0.0
NO-UK;2032;hvdc;1400.0;1400.0
NO-UK;2037;hvac;0.0;0.0
NO-UK;2037;hvdc;1400.0;1400.0
PL-CZ;2032;hvac;1000.0;1000.0
PL-CZ;2032;hvdc;0.0;0.0
PL-CZ;2037;hvac;1000.0;1000.0
PL-CZ;2037;hvdc;0.0;0.0
PL-DE;2032;hvac;3000.0;3000.0
PL-DE;2032;hvdc;0.0;0.0
PL-DE;2037;hvac;3000.0;3000.0
PL-DE;2037;hvdc;0.0;0.0
PL-LT;2032;hvac;150.0;150.0
PL-LT;2032;hvdc;0.0;0.0
PL-LT;2037;hvac;150.0;150.0
PL-LT;2037;hvdc;700.0;700.0
PL-SE;2032;hvac;0.0;0.0
PL-SE;2032;hvdc;600.0;600.0
PL-SE;2037;hvac;0.0;0.0
PL-SE;2037;hvdc;600.0;600.0
PL-SK;2032;hvac;894.0;894.0
PL-SK;2032;hvdc;0.0;0.0
PL-SK;2037;hvac;894.0;894.0
PL-SK;2037;hvdc;0.0;0.0
PT-ES;2032;hvac;3500.0;3500.0
PT-ES;2032;hvdc;0.0;0.0
PT-ES;2037;hvac;3500.0;3500.0
PT-ES;2037;hvdc;0.0;0.0
RO-BG;2032;hvac;2000.0;2000.0
RO-BG;2032;hvdc;0.0;0.0
RO-BG;2037;hvac;2300.0;2300.0
RO-BG;2037;hvdc;0.0;0.0
RO-HU;2032;hvac;1400.0;1400.0
RO-HU;2032;hvdc;0.0;0.0
RO-HU;2037;hvac;2140.0;2140.0
RO-HU;2037;hvdc;0.0;0.0
RO-RS;2032;hvac;1300.0;1300.0
RO-RS;2032;hvdc;0.0;0.0
RO-RS;2037;hvac;2000.0;2000.0
RO-RS;2037;hvdc;0.0;0.0
RS-AL;2032;hvac;250.0;250.0
RS-AL;2032;hvdc;0.0;0.0
RS-AL;2037;hvac;250.0;250.0
RS-AL;2037;hvdc;0.0;0.0
RS-BA;2032;hvac;800.0;800.0
RS-BA;2032;hvdc;0.0;0.0
RS-BA;2037;hvac;800.0;800.0
RS-BA;2037;hvdc;0.0;0.0
RS-BG;2032;hvac;400.0;400.0
RS-BG;2032;hvdc;0.0;0.0
RS-BG;2037;hvac;620.0;620.0
RS-BG;2037;hvdc;0.0;0.0
RS-HR;2032;hvac;300.0;300.0
RS-HR;2032;hvdc;0.0;0.0
RS-HR;2037;hvac;300.0;300.0
RS-HR;2037;hvdc;0.0;0.0
RS-HU;2032;hvac;1390.0;1390.0
RS-HU;2032;hvdc;0.0;0.0
RS-HU;2037;hvac;1390.0;1390.0
RS-HU;2037;hvdc;0.0;0.0
RS-ME;2032;hvac;500.0;500.0
RS-ME;2032;hvdc;0.0;0.0
RS-ME;2037;hvac;500.0;500.0
RS-ME;2037;hvdc;0.0;0.0
RS-MK;2032;hvac;600.0;600.0
RS-MK;2032;hvdc;0.0;0.0
RS-MK;2037;hvac;600.0;600.0
RS-MK;2037;hvdc;0.0;0.0
RS-RO;2032;hvac;1300.0;1300.0
RS-RO;2032;hvdc;0.0;0.0
RS-RO;2037;hvac;1949.0;1949.0
RS-RO;2037;hvdc;0.0;0.0
SE-DE;2032;hvac;0.0;0.0
SE-DE;2032;hvdc;615.0;615.0
SE-DE;2037;hvac;0.0;0.0
SE-DE;2037;hvdc;1315.0;1315.0
SE-DK;2032;hvac;1300.0;1300.0
SE-DK;2032;hvdc;715.0;715.0
SE-DK;2037;hvac;1300.0;1300.0
SE-DK;2037;hvdc;715.0;715.0
SE-FI;2032;hvac;2000.0;2000.0
SE-FI;2032;hvdc;1200.0;1200.0
SE-FI;2037;hvac;2800.0;2800.0
SE-FI;2037;hvdc;1200.0;1200.0
SE-LT;2032;hvac;0.0;0.0
SE-LT;2032;hvdc;700.0;700.0
SE-LT;2037;hvac;0.0;0.0
SE-LT;2037;hvdc;700.0;700.0
SE-NO;2032;hvac;3995.0;3995.0
SE-NO;2032;hvdc;0.0;0.0
SE-NO;2037;hvac;3995.0;3995.0
SE-NO;2037;hvdc;0.0;0.0
SE-PL;2032;hvac;0.0;0.0
SE-PL;2032;hvdc;600.0;600.0
SE-PL;2037;hvac;0.0;0.0
SE-PL;2037;hvdc;600.0;600.0
SI-AT;2032;hvac;950.0;950.0
SI-AT;2032;hvdc;0.0;0.0
SI-AT;2037;hvac;950.0;950.0
SI-AT;2037;hvdc;0.0;0.0
SI-HR;2032;hvac;1500.0;1500.0
SI-HR;2032;hvdc;0.0;0.0
SI-HR;2037;hvac;1500.0;1500.0
SI-HR;2037;hvdc;0.0;0.0
SI-HU;2032;hvac;1200.0;1200.0
SI-HU;2032;hvdc;0.0;0.0
SI-HU;2037;hvac;1200.0;1200.0
SI-HU;2037;hvdc;0.0;0.0
SI-IT;2032;hvac;800.0;800.0
SI-IT;2032;hvdc;0.0;0.0
SI-IT;2037;hvac;800.0;800.0
SI-IT;2037;hvdc;0.0;0.0
SK-CZ;2032;hvac;1600.0;1600.0
SK-CZ;2032;hvdc;0.0;0.0
SK-CZ;2037;hvac;1600.0;1600.0
SK-CZ;2037;hvdc;0.0;0.0
SK-HU;2032;hvac;3065.0;3065.0
SK-HU;2032;hvdc;0.0;0.0
SK-HU;2037;hvac;3065.0;3065.0
SK-HU;2037;hvdc;0.0;0.0
SK-PL;2032;hvac;1110.0;1110.0
SK-PL;2032;hvdc;0.0;0.0
SK-PL;2037;hvac;1110.0;1110.0
SK-PL;2037;hvdc;0.0;0.0
TR-BG;2032;hvac;334.0;334.0
TR-BG;2032;hvdc;0.0;0.0
TR-BG;2037;hvac;500.0;500.0
TR-BG;2037;hvdc;0.0;0.0
TR-GR;2032;hvac;580.0;580.0
TR-GR;2032;hvdc;0.0;0.0
TR-GR;2037;hvac;1180.0;1180.0
TR-GR;2037;hvdc;0.0;0.0
UK-BE;2032;hvac;0.0;0.0
UK-BE;2032;hvdc;2400.0;2400.0
UK-BE;2037;hvac;0.0;0.0
UK-BE;2037;hvdc;2400.0;2400.0
UK-DE;2032;hvac;0.0;0.0
UK-DE;2032;hvdc;1400.0;1400.0
UK-DE;2037;hvac;0.0;0.0
UK-DE;2037;hvdc;2800.0;2800.0
UK-DK;2032;hvac;0.0;0.0
UK-DK;2032;hvdc;1400.0;1400.0
UK-DK;2037;hvac;0.0;0.0
UK-DK;2037;hvdc;1400.0;1400.0
UK-FR;2032;hvac;0.0;0.0
UK-FR;2032;hvdc;4000.0;4000.0
UK-FR;2037;hvac;0.0;0.0
UK-FR;2037;hvdc;5250.0;5250.0
UK-IE;2032;hvac;1200.0;1200.0
UK-IE;2032;hvdc;1000.0;1000.0
UK-IE;2037;hvac;1200.0;1200.0
UK-IE;2037;hvdc;1000.0;1000.0
UK-NL;2032;hvac;0.0;0.0
UK-NL;2032;hvdc;1000.0;1000.0
UK-NL;2037;hvac;0.0;0.0
UK-NL;2037;hvdc;3000.0;3000.0
UK-NO;2032;hvac;0.0;0.0
UK-NO;2032;hvdc;1400.0;1400.0
UK-NO;2037;hvac;0.0;0.0
UK-NO;2037;hvdc;1400.0;1400.0
AL-GR;2042;hvac;600.0;600.0
AL-GR;2042;hvdc;0.0;0.0
AL-ME;2042;hvac;450.0;450.0
AL-ME;2042;hvdc;0.0;0.0
AL-MK;2042;hvac;750.0;750.0
AL-MK;2042;hvdc;0.0;0.0
AL-RS;2042;hvac;375.0;375.0
AL-RS;2042;hvdc;0.0;0.0
AT-CH;2042;hvac;1800.0;1800.0
AT-CH;2042;hvdc;0.0;0.0
AT-CZ;2042;hvac;1350.0;1350.0
AT-CZ;2042;hvdc;0.0;0.0
AT-DE;2042;hvac;11250.0;11250.0
AT-DE;2042;hvdc;0.0;0.0
AT-HU;2042;hvac;1200.0;1200.0
AT-HU;2042;hvdc;0.0;0.0
AT-IT;2042;hvac;1087.5;1087.5
AT-IT;2042;hvdc;0.0;0.0
AT-SI;2042;hvac;1425.0;1425.0
AT-SI;2042;hvdc;0.0;0.0
BA-HR;2042;hvac;1200.0;1200.0
BA-HR;2042;hvdc;0.0;0.0
BA-ME;2042;hvac;750.0;750.0
BA-ME;2042;hvdc;0.0;0.0
BA-RS;2042;hvac;1200.0;1200.0
BA-RS;2042;hvdc;0.0;0.0
BE-DE;2042;hvac;0.0;0.0
BE-DE;2042;hvdc;1500.0;1500.0
BE-DK;2042;hvac;0.0;0.0
BE-DK;2042;hvdc;0.0;0.0
BE-FR;2042;hvac;4200.0;4200.0
BE-FR;2042;hvdc;0.0;0.0
BE-NL;2042;hvac;3600.0;3600.0
BE-NL;2042;hvdc;0.0;0.0
BE-UK;2042;hvac;0.0;0.0
BE-UK;2042;hvdc;3600.0;3600.0
BG-GR;2042;hvac;1800.0;1800.0
BG-GR;2042;hvdc;0.0;0.0
BG-MK;2042;hvac;600.0;600.0
BG-MK;2042;hvdc;0.0;0.0
BG-RO;2042;hvac;3000.0;3000.0
BG-RO;2042;hvdc;0.0;0.0
BG-RS;2042;hvac;600.0;600.0
BG-RS;2042;hvdc;0.0;0.0
BG-TR;2042;hvac;648.0;648.0
BG-TR;2042;hvdc;0.0;0.0
CH-AT;2042;hvac;1800.0;1800.0
CH-AT;2042;hvdc;0.0;0.0
CH-DE;2042;hvac;6300.0;6300.0
CH-DE;2042;hvdc;0.0;0.0
CH-FR;2042;hvac;2100.0;2100.0
CH-FR;2042;hvdc;0.0;0.0
CH-IT;2042;hvac;6858.0;6858.0
CH-IT;2042;hvdc;0.0;0.0
CZ-AT;2042;hvac;1350.0;1350.0
CZ-AT;2042;hvdc;0.0;0.0
CZ-DE;2042;hvac;4500.0;4500.0
CZ-DE;2042;hvdc;0.0;0.0
CZ-PL;2042;hvac;1575.0;1575.0
CZ-PL;2042;hvdc;0.0;0.0
CZ-SK;2042;hvac;2857.5;2857.5
CZ-SK;2042;hvdc;0.0;0.0
DE-AT;2042;hvac;11250.0;11250.0
DE-AT;2042;hvdc;0.0;0.0
DE-BE;2042;hvac;0.0;0.0
DE-BE;2042;hvdc;1500.0;1500.0
DE-CH;2042;hvac;6600.0;6600.0
DE-CH;2042;hvdc;0.0;0.0
DE-CZ;2042;hvac;4500.0;4500.0
DE-CZ;2042;hvdc;0.0;0.0
DE-DK;2042;hvac;5850.0;5850.0
DE-DK;2042;hvdc;3900.0;3900.0
DE-FR;2042;hvac;7200.0;7200.0
DE-FR;2042;hvdc;0.0;0.0
DE-LU;2042;hvac;5550.0;5550.0
DE-LU;2042;hvdc;0.0;0.0
DE-NL;2042;hvac;7500.0;7500.0
DE-NL;2042;hvdc;0.0;0.0
DE-NO;2042;hvac;0.0;0.0
DE-NO;2042;hvdc;2100.0;2100.0
DE-PL;2042;hvac;4500.0;4500.0
DE-PL;2042;hvdc;0.0;0.0
DE-SE;2042;hvac;0.0;0.0
DE-SE;2042;hvdc;922.5;922.5
DE-UK;2042;hvac;0.0;0.0
DE-UK;2042;hvdc;2100.0;2100.0
DK-BE;2042;hvac;0.0;0.0
DK-BE;2042;hvdc;0.0;0.0
DK-DE;2042;hvac;5850.0;5850.0
DK-DE;2042;hvdc;3877.5;3877.5
DK-NL;2042;hvac;0.0;0.0
DK-NL;2042;hvdc;1050.0;1050.0
DK-NO;2042;hvac;0.0;0.0
DK-NO;2042;hvdc;2448.0;2448.0
DK-SE;2042;hvac;2550.0;2550.0
DK-SE;2042;hvdc;1072.5;1072.5
DK-UK;2042;hvac;0.0;0.0
DK-UK;2042;hvdc;2100.0;2100.0
EE-FI;2042;hvac;0.0;0.0
EE-FI;2042;hvdc;1524.0;1524.0
EE-LV;2042;hvac;1552.5;1552.5
EE-LV;2042;hvdc;0.0;0.0
ES-FR;2042;hvac;8400.0;8400.0
ES-FR;2042;hvdc;0.0;0.0
ES-PT;2042;hvac;6300.0;6300.0
ES-PT;2042;hvdc;0.0;0.0
FI-EE;2042;hvac;0.0;0.0
FI-EE;2042;hvdc;1524.0;1524.0
FI-NO;2042;hvac;120.0;120.0
FI-NO;2042;hvdc;0.0;0.0
FI-SE;2042;hvac;3000.0;3000.0
FI-SE;2042;hvdc;1800.0;1800.0
FR-BE;2042;hvac;6450.0;6450.0
FR-BE;2042;hvdc;0.0;0.0
FR-CH;2042;hvac;5550.0;5550.0
FR-CH;2042;hvdc;0.0;0.0
FR-DE;2042;hvac;7200.0;7200.0
FR-DE;2042;hvdc;0.0;0.0
FR-ES;2042;hvac;7950.0;7950.0
FR-ES;2042;hvdc;0.0;0.0
FR-IE;2042;hvac;0.0;0.0
FR-IE;2042;hvdc;1050.0;1050.0
FR-IT;2042;hvac;4927.5;4927.5
FR-IT;2042;hvdc;1800.0;1800.0
FR-UK;2042;hvac;0.0;0.0
FR-UK;2042;hvdc;6000.0;6000.0
GR-AL;2042;hvac;900.0;900.0
GR-AL;2042;hvdc;0.0;0.0
GR-BG;2042;hvac;1800.0;1800.0
GR-BG;2042;hvdc;0.0;0.0
GR-IT;2042;hvac;0.0;0.0
GR-IT;2042;hvdc;750.0;750.0
GR-MK;2042;hvac;1650.0;1650.0
GR-MK;2042;hvdc;0.0;0.0
GR-TR;2042;hvac;990.0;990.0
GR-TR;2042;hvdc;0.0;0.0
HR-BA;2042;hvac;1200.0;1200.0
HR-BA;2042;hvdc;0.0;0.0
HR-HU;2042;hvac;1200.0;1200.0
HR-HU;2042;hvdc;0.0;0.0
HR-RS;2042;hvac;450.0;450.0
HR-RS;2042;hvdc;0.0;0.0
HR-SI;2042;hvac;2250.0;2250.0
HR-SI;2042;hvdc;0.0;0.0
HU-AT;2042;hvac;1200.0;1200.0
HU-AT;2042;hvdc;0.0;0.0
HU-HR;2042;hvac;1500.0;1500.0
HU-HR;2042;hvdc;0.0;0.0
HU-RO;2042;hvac;1950.0;1950.0
HU-RO;2042;hvdc;0.0;0.0
HU-RS;2042;hvac;1380.0;1380.0
HU-RS;2042;hvdc;0.0;0.0
HU-SI;2042;hvac;1800.0;1800.0
HU-SI;2042;hvdc;0.0;0.0
HU-SK;2042;hvac;2299.5;2299.5
HU-SK;2042;hvdc;0.0;0.0
IE-FR;2042;hvac;0.0;0.0
IE-FR;2042;hvdc;1050.0;1050.0
IE-UK;2042;hvac;1875.0;1875.0
IE-UK;2042;hvdc;1500.0;1500.0
IT-AT;2042;hvac;817.5;817.5
IT-AT;2042;hvdc;0.0;0.0
IT-CH;2042;hvac;2865.0;2865.0
IT-CH;2042;hvdc;0.0;0.0
IT-FR;2042;hvac;1440.0;1440.0
IT-FR;2042;hvdc;1800.0;1800.0
IT-GR;2042;hvac;0.0;0.0
IT-GR;2042;hvdc;750.0;750.0
IT-ME;2042;hvac;0.0;0.0
IT-ME;2042;hvdc;900.0;900.0
IT-MT;2042;hvac;675.0;675.0
IT-MT;2042;hvdc;0.0;0.0
IT-SI;2042;hvac;1020.0;1020.0
IT-SI;2042;hvdc;0.0;0.0
LT-LV;2042;hvac;1500.0;1500.0
LT-LV;2042;hvdc;0.0;0.0
LT-PL;2042;hvac;225.0;225.0
LT-PL;2042;hvdc;0.0;0.0
LT-SE;2042;hvac;0.0;0.0
LT-SE;2042;hvdc;1050.0;1050.0
LU-DE;2042;hvac;5550.0;5550.0
LU-DE;2042;hvdc;0.0;0.0
LV-EE;2042;hvac;1267.5;1267.5
LV-EE;2042;hvdc;0.0;0.0
LV-LT;2042;hvac;1275.0;1275.0
LV-LT;2042;hvdc;0.0;0.0
ME-AL;2042;hvac;450.0;450.0
ME-AL;2042;hvdc;0.0;0.0
ME-BA;2042;hvac;750.0;750.0
ME-BA;2042;hvdc;0.0;0.0
ME-IT;2042;hvac;0.0;0.0
ME-IT;2042;hvdc;900.0;900.0
ME-RS;2042;hvac;600.0;600.0
ME-RS;2042;hvdc;0.0;0.0
MK-AL;2042;hvac;750.0;750.0
MK-AL;2042;hvdc;0.0;0.0
MK-BG;2042;hvac;600.0;600.0
MK-BG;2042;hvdc;0.0;0.0
MK-GR;2042;hvac;1275.0;1275.0
MK-GR;2042;hvdc;0.0;0.0
MK-RS;2042;hvac;900.0;900.0
MK-RS;2042;hvdc;0.0;0.0
MT-IT;2042;hvac;637.5;637.5
MT-IT;2042;hvdc;0.0;0.0
NL-BE;2042;hvac;5100.0;5100.0
NL-BE;2042;hvdc;0.0;0.0
NL-DE;2042;hvac;7500.0;7500.0
NL-DE;2042;hvdc;0.0;0.0
NL-DK;2042;hvac;0.0;0.0
NL-DK;2042;hvdc;1050.0;1050.0
NL-NO;2042;hvac;0.0;0.0
NL-NO;2042;hvdc;1050.0;1050.0
NL-UK;2042;hvac;0.0;0.0
NL-UK;2042;hvdc;1500.0;1500.0
NO-DE;2042;hvac;0.0;0.0
NO-DE;2042;hvdc;2100.0;2100.0
NO-DK;2042;hvac;0.0;0.0
NO-DK;2042;hvdc;2448.0;2448.0
NO-FI;2042;hvac;120.0;120.0
NO-FI;2042;hvdc;0.0;0.0
NO-NL;2042;hvac;0.0;0.0
NO-NL;2042;hvdc;1050.0;1050.0
NO-SE;2042;hvac;5542.5;5542.5
NO-SE;2042;hvdc;0.0;0.0
NO-UK;2042;hvac;0.0;0.0
NO-UK;2042;hvdc;2100.0;2100.0
PL-CZ;2042;hvac;1500.0;1500.0
PL-CZ;2042;hvdc;0.0;0.0
PL-DE;2042;hvac;4500.0;4500.0
PL-DE;2042;hvdc;0.0;0.0
PL-LT;2042;hvac;225.0;225.0
PL-LT;2042;hvdc;0.0;0.0
PL-SE;2042;hvac;0.0;0.0
PL-SE;2042;hvdc;900.0;900.0
PL-SK;2042;hvac;1341.0;1341.0
PL-SK;2042;hvdc;0.0;0.0
PT-ES;2042;hvac;5250.0;5250.0
PT-ES;2042;hvdc;0.0;0.0
RO-BG;2042;hvac;3000.0;3000.0
RO-BG;2042;hvdc;0.0;0.0
RO-HU;2042;hvac;2100.0;2100.0
RO-HU;2042;hvdc;0.0;0.0
RO-RS;2042;hvac;1950.0;1950.0
RO-RS;2042;hvdc;0.0;0.0
RS-AL;2042;hvac;375.0;375.0
RS-AL;2042;hvdc;0.0;0.0
RS-BA;2042;hvac;1200.0;1200.0
RS-BA;2042;hvdc;0.0;0.0
RS-BG;2042;hvac;600.0;600.0
RS-BG;2042;hvdc;0.0;0.0
RS-HR;2042;hvac;450.0;450.0
RS-HR;2042;hvdc;0.0;0.0
RS-HU;2042;hvac;2085.0;2085.0
RS-HU;2042;hvdc;0.0;0.0
RS-ME;2042;hvac;750.0;750.0
RS-ME;2042;hvdc;0.0;0.0
RS-MK;2042;hvac;900.0;900.0
RS-MK;2042;hvdc;0.0;0.0
RS-RO;2042;hvac;1950.0;1950.0
RS-RO;2042;hvdc;0.0;0.0
SE-DE;2042;hvac;0.0;0.0
SE-DE;2042;hvdc;922.5;922.5
SE-DK;2042;hvac;1950.0;1950.0
SE-DK;2042;hvdc;1072.5;1072.5
SE-FI;2042;hvac;3000.0;3000.0
SE-FI;2042;hvdc;1800.0;1800.0
SE-LT;2042;hvac;0.0;0.0
SE-LT;2042;hvdc;1050.0;1050.0
SE-NO;2042;hvac;5992.5;5992.5
SE-NO;2042;hvdc;0.0;0.0
SE-PL;2042;hvac;0.0;0.0
SE-PL;2042;hvdc;900.0;900.0
SI-AT;2042;hvac;1425.0;1425.0
SI-AT;2042;hvdc;0.0;0.0
SI-HR;2042;hvac;2250.0;2250.0
SI-HR;2042;hvdc;0.0;0.0
SI-HU;2042;hvac;1800.0;1800.0
SI-HU;2042;hvdc;0.0;0.0
SI-IT;2042;hvac;1200.0;1200.0
SI-IT;2042;hvdc;0.0;0.0
SK-CZ;2042;hvac;2400.0;2400.0
SK-CZ;2042;hvdc;0.0;0.0
SK-HU;2042;hvac;4597.5;4597.5
SK-HU;2042;hvdc;0.0;0.0
SK-PL;2042;hvac;1665.0;1665.0
SK-PL;2042;hvdc;0.0;0.0
TR-BG;2042;hvac;501.0;501.0
TR-BG;2042;hvdc;0.0;0.0
TR-GR;2042;hvac;870.0;870.0
TR-GR;2042;hvdc;0.0;0.0
UK-BE;2042;hvac;0.0;0.0
UK-BE;2042;hvdc;3600.0;3600.0
UK-DE;2042;hvac;0.0;0.0
UK-DE;2042;hvdc;2100.0;2100.0
UK-DK;2042;hvac;0.0;0.0
UK-DK;2042;hvdc;2100.0;2100.0
UK-FR;2042;hvac;0.0;0.0
UK-FR;2042;hvdc;6000.0;6000.0
UK-IE;2042;hvac;1800.0;1800.0
UK-IE;2042;hvdc;1500.0;1500.0
UK-NL;2042;hvac;0.0;0.0
UK-NL;2042;hvdc;1500.0;1500.0
UK-NO;2042;hvac;0.0;0.0
UK-NO;2042;hvdc;2100.0;2100.0
AL-GR;2052;hvac;800.0;800.0
AL-GR;2052;hvdc;0.0;0.0
AL-ME;2052;hvac;600.0;600.0
AL-ME;2052;hvdc;0.0;0.0
AL-MK;2052;hvac;1000.0;1000.0
AL-MK;2052;hvdc;0.0;0.0
AL-RS;2052;hvac;500.0;500.0
AL-RS;2052;hvdc;0.0;0.0
AT-CH;2052;hvac;2400.0;2400.0
AT-CH;2052;hvdc;0.0;0.0
AT-CZ;2052;hvac;1800.0;1800.0
AT-CZ;2052;hvdc;0.0;0.0
AT-DE;2052;hvac;15000.0;15000.0
AT-DE;2052;hvdc;0.0;0.0
AT-HU;2052;hvac;1600.0;1600.0
AT-HU;2052;hvdc;0.0;0.0
AT-IT;2052;hvac;1450.0;1450.0
AT-IT;2052;hvdc;0.0;0.0
AT-SI;2052;hvac;1900.0;1900.0
AT-SI;2052;hvdc;0.0;0.0
BA-HR;2052;hvac;1600.0;1600.0
BA-HR;2052;hvdc;0.0;0.0
BA-ME;2052;hvac;1000.0;1000.0
BA-ME;2052;hvdc;0.0;0.0
BA-RS;2052;hvac;1600.0;1600.0
BA-RS;2052;hvdc;0.0;0.0
BE-DE;2052;hvac;0.0;0.0
BE-DE;2052;hvdc;2000.0;2000.0
BE-DK;2052;hvac;0.0;0.0
BE-DK;2052;hvdc;0.0;0.0
BE-FR;2052;hvac;5600.0;5600.0
BE-FR;2052;hvdc;0.0;0.0
BE-NL;2052;hvac;4800.0;4800.0
BE-NL;2052;hvdc;0.0;0.0
BE-UK;2052;hvac;0.0;0.0
BE-UK;2052;hvdc;4800.0;4800.0
BG-GR;2052;hvac;2400.0;2400.0
BG-GR;2052;hvdc;0.0;0.0
BG-MK;2052;hvac;800.0;800.0
BG-MK;2052;hvdc;0.0;0.0
BG-RO;2052;hvac;4000.0;4000.0
BG-RO;2052;hvdc;0.0;0.0
BG-RS;2052;hvac;800.0;800.0
BG-RS;2052;hvdc;0.0;0.0
BG-TR;2052;hvac;864.0;864.0
BG-TR;2052;hvdc;0.0;0.0
CH-AT;2052;hvac;2400.0;2400.0
CH-AT;2052;hvdc;0.0;0.0
CH-DE;2052;hvac;8400.0;8400.0
CH-DE;2052;hvdc;0.0;0.0
CH-FR;2052;hvac;2800.0;2800.0
CH-FR;2052;hvdc;0.0;0.0
CH-IT;2052;hvac;9144.0;9144.0
CH-IT;2052;hvdc;0.0;0.0
CZ-AT;2052;hvac;1800.0;1800.0
CZ-AT;2052;hvdc;0.0;0.0
CZ-DE;2052;hvac;6000.0;6000.0
CZ-DE;2052;hvdc;0.0;0.0
